,p_org_id,PersonNm,NAME,EIN,ntee_cat,TitleTxt,IndividualTrusteeOrDirectorInd,OfficerInd
778,36375,PAULA MOORE-TREADWELL,YOUNG MENS CHRISTIAN ASSOCIATION CORTLAND,150533570,(P) Human Services,PRESIDENT (PART YEAR),X,X
302,38653,PENNY PRIGNON,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
199,38505,PETER C PERKINS,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,EXECUTIVE DIRECTOR (PART YEAR),na,X
204,51353,PETER C PERKINS,CORTLAND COLLEGE FOUNDATIONPROPERTIES INC,208746984,(S) Community Improvement & Capacity Building,EXECUTIVE DIRECTOR (PART YEAR),na,X
128,36212,PETER KACHRIS,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
135,36212,PETER PERKINS,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
795,36391,PHUONG-BINH DUONG,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
225,43807,Pat Ryan,CORTLAND COMMUNITY FOUNDATION,161561037,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Treasurer,X,X
471,35994,Patricia Place,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
618,59588,Patrick Manns,KEYSTONE JUNIOR RODEO ASSOCIATION,251883648,(N) Recreation & Sports,Treasurer,na,na
388,39395,Paul Slowey,CORTLAND HOUSING ASSISTANCE COUNCIL INC,161130177,(L) Housing & Shelter,Secretary,X,X
81,60464,Peter Grimm,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
759,45816,RACHEL BEARUP,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Treasurer,X,X
691,70345,RAFAEL GELY,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
659,56342,RANDI HAMMER ABRAMSKY,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,VICE PRESIDENT,X,X
801,36391,REGINA GRANTHAM,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
54,36518,RENEE SYDOROWYCH,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,EXECUTIVE DIRECTOR,na,na
557,36287,REV DAVID JOHNSON,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,VICE CHAIRMAN - DIRECTOR,X,X
278,35991,RIC OSBORNE,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,VICE CHAIR,X,X
358,54486,RICH WAGNER,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,Vice President,na,na
692,70345,RICHARD BALES,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
653,53611,RICHARD BUSH,MENTAL HEALTH ASSOCIATION FOR CORTLAND COUNTY,222839556,no_NTEE,Treasurer,na,na
533,86217,RICHARD CHURCH,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,BOARD CHAIRM,na,X
41,36518,RICHARD COYNE,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,PRESIDENT,X,X
205,51353,RICHARD COYNE,CORTLAND COLLEGE FOUNDATIONPROPERTIES INC,208746984,(S) Community Improvement & Capacity Building,EXECUTIVE DIRECTOR,na,X
198,38505,RICHARD COYNE,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,EXECUTIVE DIRECTOR,na,X
138,44509,RICHARD J ELLIOT,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,ICO,,
28,36701,RICHARD NAUSEEF,AMERICAN LEGION,150610966,no_NTEE,1ST VICE TREASURER,na,X
5,36701,RICHARD NAUSEEF,AMERICAN LEGION,150610966,no_NTEE,ICO,,
335,36546,RICHARD PENOYER,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Trustee,X,na
495,51988,RICHARD WOODROW,DISABLED VETS OF CORTLAND COUNTY,222315953,(W) Public & Societal Benefit,PRESIDENT,na,X
525,35995,ROBERT BEVRIDGE,FREE & ACCEPTED MASONS OF NEW YORK,150279245,no_NTEE,TRUSTEE,X,na
340,83650,ROBERT BITTNER,CORTLAND COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,510244203,(D) Animal-Related,PRESIDENT,X,X
191,38505,ROBERT BOOKMAN,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
260,42239,ROBERT EDWARDS,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,DIRECTOR,X,na
329,36546,ROBERT FERRIS,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Trustee,X,na
279,35991,ROBERT HAIGHT,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,EXECUTIVE DIRECTOR,na,X
396,40168,ROBERT M SHAFER,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Treasurer,X,X
33,29419,ROBERT O GORMAN,AUTOMOTIVE LIFT INSTITUTE INC,136162018,no_NTEE,na,na,na
137,36212,ROBERT RUSSELL,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
52,36518,ROBERT RUSSELL,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,DIRECTOR,X,na
554,36287,ROBIN CATALDO,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,SR. DIRECTOR/CFO (EFF 1/1/23),na,X
161,40670,ROBYN HAYES,ZONTA INTERNATIONAL,161305817,no_NTEE,ICO,,
236,35992,RON CASE,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,BOARD MEMBER,X,na
115,36212,RONNIE GENEE,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,ASSISTANT VICE PRESIDENT,X,X
402,40168,ROSE BERGERON,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Secretary,X,X
693,70345,ROSEMARY PYE,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
671,56342,RUBEN R ARMENDARIZ,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
700,114354,RUSSELL PAULSEN,SEAHORSE FOUNDATION INC,920495583,(S) Community Improvement & Capacity Building,President,na,na
137,114354,RUSSELL PAULSEN,SEAHORSE FOUNDATION INC,920495583,(S) Community Improvement & Capacity Building,ICO,,
233,35992,RUTH ANN WOOD,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,BOARD MEMBER,X,na
537,86217,RYAN ORTON,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,SECRETARY,na,X
583,36771,Richard P Westendorf,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,Trustee,X,X
79,60464,Richard Zigmont,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
620,59588,Robert Fedder,KEYSTONE JUNIOR RODEO ASSOCIATION,251883648,(N) Recreation & Sports,Director,na,na
78,60464,Robert Messersmith,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
80,60464,Ross Vleck,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
352,54486,SAMANTHA PACKER,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,Sec & Registrar,na,na
296,38653,SARAH BESHERS,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
664,56342,SARAH KERR GARRATY,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR (PART YEAR),X,na
316,42170,SAVANNAH HEMPSTEAD,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
727,42886,SAVANNAH HEMPSTEAD,THE GREAT CORTLAND PUMPKINFEST INC,161506254,(N) Recreation & Sports,BD MEMBER,X,na
5,18383,SCOTT GAY,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",BD MEMBER,X,na
438,48247,SCOTT STEVE,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
395,40168,SEAN MACK,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Vice President,X,X
265,35991,SEAN SMITH,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,DIRECTOR,X,na
349,58859,SHANNON SPAULDING,CORTLAND COUNTY YOUTH HOCKEY ASSOCIATION INC,237424765,(N) Recreation & Sports,President,na,na
414,51769,SHEILA OSSIT,CORTLAND MEMORIAL FOUNDATION IND C O CORTLAND MEMORIAL HOSPITAL INC,222230692,(E) Health Care,EXECUTIVE DIRECTOR,na,X
291,38653,SHELLEY WARNOW,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD PRESIDENT,X,X
192,38505,SHERI GLASER BARON,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,CO-CHAIR,X,na
679,56342,SHERRIE ROSE TALMADGE,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
486,57460,SHERRY DANS,CULTURAL COUNCIL OF CORTLAND COUNTY INC,237269008,no_NTEE,VICE PRESIDE,na,na
128,59265,SHIRLEY RANDOLPH,ORDER OF EASTERN STAR OF NEW YORK,237550071,no_NTEE,ICO,,
168,38505,SODETTE PLUNKETT,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
13,18383,STACEY WILLIAM,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",PRESIDENT,X,X
167,38505,STANLEY CADET,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
141,1285,STEPHANIE DENSMORE,SONS OF ITALY IN AMERICA,43658949,(Z) Unknown,ICO,,
162,40572,STEPHANIE FRITZ,CORTLAND COLLEGE CHILDRENS CENTER,161292297,(P) Human Services,EXECUTIVE DIRECTOR,na,X
561,36287,STEPHANIE KOSLOWSKI,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR,X,na
127,91150,STEPHEN C COYE,NEW YORK STATE GRANGE EDUCATIONAL AND CULTURAL FOUNCATIION INC,813787558,(B) Education,ICO,,
612,108324,STEPHEN COMPAGNI,J M MURRAY FOUNDATION INC,872094810,(P) Human Services,PRESIDENT,X,X
251,42239,STEPHEN COMPAGNI,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,VICE CHAIRMAN,X,X
534,86217,STEPHEN COYE,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,PRESIDENT,na,X
193,38505,STEPHEN FRANCO,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
597,38243,STEPHEN FRANCO,J M MURRAY CENTER INC,160919050,(J) Employment,VICE CHAIR,X,X
596,38243,STEPHEN GEIBEL,J M MURRAY CENTER INC,160919050,(J) Employment,DIRECTOR,X,na
35,29419,STET SCHANZE,AUTOMOTIVE LIFT INSTITUTE INC,136162018,no_NTEE,Director,X,X
10,18383,STEVE RYAN,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",SECRETARY,X,X
355,54486,STEVE WALIGURSKI,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,FIELDS & EQUIP,na,na
641,60788,STEVE WOODARD,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,PRESIDENT,na,na
112,60788,STEVE WOODARD,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,ICO,,
4,119027,STEVEN NANN,AMERICAN FEDERATION OF TEACHERS,990725348,no_NTEE,ICO,,
7,42029,SUE CONNELLY,AMERICAN VOLKSSPORT ASSOCIATION INC,161445103,no_NTEE,ICO,,
817,36391,SUE SHERMAN-BROYLES,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,TRUSTEE SEC,X,X
53,105510,SUJATA GIBSON,CORTLAND COUNTY MUTUAL AID INC,854388711,(S) Community Improvement & Capacity Building,ICO,,
36,38505,SUNY CORTLAND,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,ICO,,
3,85879,SUNY CORTLAND,ALPHA PHI OMEGA,593837821,no_NTEE,ICO,,
790,36391,SUSAN CERRETANI,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
669,56342,SUSAN L STEWART,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,PRESIDENT/PAST PRESIDENT,X,X
238,35992,SUSAN SUBEN,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,Secretary,X,X
802,36391,SUSAN WILLIAMS,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
706,44509,SUSAN WILSON,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,BOARD MEMBER,X,na
120,65668,SUZANNA DILLION,NATIONAL CONSORTIUM FOR PHYSICAL EDUCATION FOR INDIVIDUALS WITH DIS,274000249,(B) Education,ICO,,
808,36391,SUZETTE PACE,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
474,35994,Sara Keeney,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
473,35994,Sarah Walter,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
479,35994,Scott Gay,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Secretary,X,X
384,39395,Shawna Grinnell,CORTLAND HOUSING ASSISTANCE COUNCIL INC,161130177,(L) Housing & Shelter,Executive Dir.,na,X
72,60464,Shirley Randolph,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Treasurer,na,na
74,60464,Stan Augustine,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
621,59588,Stephanie Hollenbach,KEYSTONE JUNIOR RODEO ASSOCIATION,251883648,(N) Recreation & Sports,Director,na,na
216,43807,Stephen Franco,CORTLAND COMMUNITY FOUNDATION,161561037,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Vice President,X,X
389,39395,Steven Brown,CORTLAND HOUSING ASSISTANCE COUNCIL INC,161130177,(L) Housing & Shelter,Treasurer,X,X
92,49052,Susan Ficarro,CENTRAL NEW YORK SPAY NEUTER ASSISTANCE PROGRAM CNY SNAP,203322730,(D) Animal-Related,Secretary,X,X
123,36212,T PETER DADY,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
322,42170,TABITHA SCOVILLE,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,Vice President,X,X
323,36546,TABITHA SCOVILLE,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Director,na,X
318,42170,TAMMY TIMMERMAN,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,Treasurer,X,X
320,42170,TANYA MAGGS,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
346,58859,TARA WETHERELL,CORTLAND COUNTY YOUTH HOCKEY ASSOCIATION INC,237424765,(N) Recreation & Sports,Treasurer,na,na
213,38618,TATUM PITTMAN,CORTLAND COLLEGE STUDENT ASSOCIATION,160998593,(B) Education,"DIRECTOR OF DIVERSITY, EQUITY, AND INCLUSION",X,X
80,88067,TERI H WOOD,DEPARTMENT OF NEW YORK VFW AUXILIARY,800405233,(W) Public & Societal Benefit,ICO,,
398,40168,TERRY CAHILL,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Director,X,na
0,18383,TERRY MINGLE,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",BD MEMBER,X,na
60,36004,THERESA QUAIL,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,150298495,no_NTEE,1ST VICE PRESIDENT,X,X
436,48247,THERESA WILSON,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,Treasurer,X,X
124,36212,THERNO DIALLO,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
394,40168,THOMAS CAMINITI,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",President,X,X
403,40168,THOMAS CANNON,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",DIRECTOR,X,na
229,47554,THOMAS DUMAS,CORTLAND COMMUNITY SERVICE CLUB INC,200809584,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Secretary,na,na
217,43807,THOMAS E GALLAGHER,CORTLAND COMMUNITY FOUNDATION,161561037,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",President,X,X
451,38651,THOMAS KNOBEL,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,BOARD MEMBER,X,na
503,42213,THOMAS LICKONA,FAMILY CONNECTION,161458794,(P) Human Services,BOARD MEMBER,X,na
142,84028,THOMAS MARRETTA,ST MAXIMUS THE CONFESSOR ORTHODOX CHRISTIAN PARISH INC,510662229,(X) Religion-Related,ICO,,
148,113820,THOMAS SORENSEN,TOASTMASTERS INTERNATIONAL,901504057,no_NTEE,ICO,,
31,36701,THOMAS THOMPSON,AMERICAN LEGION,150610966,no_NTEE,COMMANDER,na,X
595,38243,THOMAS TURCK,J M MURRAY CENTER INC,160919050,(J) Employment,CHAIR,X,X
35,40572,THURLOW,CORTLAND COLLEGE CHILDRENS CENTER,161292297,(P) Human Services,ICO,,
777,36375,TIM HERMAN,YOUNG MENS CHRISTIAN ASSOCIATION CORTLAND,150533570,(P) Human Services,TREASURER,X,X
766,76383,TIM HERMAN,YMCA OF CORTLAND PROPERTIES INC,463376307,(P) Human Services,TREASURER,na,na
119,36212,TIMOTHY BENNETT,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
116,36212,TIMOTHY SOUTHERTON,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,SECRETARY,X,X
143,36212,TIMOTHY THOMPSON,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
2,49916,TINA CAVALIER,AFRICA READS INC,204703107,"(Q) International, Foreign Affairs & National Security",ICO,,
133,36212,TITILAYO MORGAN,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
642,60788,TJ GRIFFIN,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,VICE PRESIDENT,na,na
408,85551,TOM PASQUARELLO,CORTLAND MAIN STREET MUSIC SERIES,571176369,"(A) Arts, Culture & Humanities",BOARD MEMBER,na,na
267,35991,TOM TURCK,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,DIRECTOR,X,na
645,60788,TONY DERADO,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,INFORMATION OFFICER,na,na
138,36212,TORI MAZZEI STEPANOV,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
804,36391,TRACY HUDSON,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
246,38548,TRACY KOENIG,CORTLAND COUNTY BOARD REALTORS INC,160987063,no_NTEE,DIRECTOR,na,na
17,114554,TRAVIS MACDOWELL,CENTRAL NEW YORK ACTION SPORTS INC,920791511,(N) Recreation & Sports,ICO,,
87,114554,TRAVIS MACDOWELL,CENTRAL NEW YORK ACTION SPORTS INC,920791511,(N) Recreation & Sports,PRESIDENT,X,X
354,54486,TREVER NORMAN,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,DIRECTOR TRAVEL,na,na
523,38462,TRICIA REYNOLDS,FAMILY COUNSELING SERVICES OF CORTLAND COUNTY INC,160975006,(F) Mental Health & Crisis Intervention,DIRECTOR OF FINANCE,na,X
344,83650,TRISHA SHERMAN,CORTLAND COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,510244203,(D) Animal-Related,BOARD,X,na
314,42170,TY MARSHALL,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
587,36771,Thomas Reynolds,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,Trustee,X,X
586,36771,Todd W Ensign,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,Trustee,X,X
83,60464,Tom Kile,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",President,na,na
276,35991,VAL VANGORDER,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,VICE CHAIR,X,X
339,83650,VALARIE SHANK,CORTLAND COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,510244203,(D) Animal-Related,BOARD,X,na
360,49695,VALARIE VANGORDER,CORTLAND DOWNTOWN PARTNERSHIP INC,204296071,"(A) Arts, Culture & Humanities",VICE PRESIDENT,X,X
194,38505,VICTOR M RUMORE,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
154,41986,VIRGIL TOWN HISTORIAN,VIRGIL HISTORICAL SOCIETY,161442517,"(A) Arts, Culture & Humanities",ICO,,
195,38505,VIRGINA MEYER CARTER,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
88,35995,WADE A CALER,FREE & ACCEPTED MASONS OF NEW YORK,150279245,no_NTEE,ICO,,
694,70345,WALT DE TREUX,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,SECRETARY-TREASURER,X,X
661,56342,WALT DE TREUX,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,SECRETARY/TREASURER,X,X
119,70345,WALT DETREUX,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,ICO,,
707,44509,WALT PRIEST,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,BOARD MEMBER,X,na
514,38462,WENDY YOUNGS,FAMILY COUNSELING SERVICES OF CORTLAND COUNTY INC,160975006,(F) Mental Health & Crisis Intervention,BOARD MEMBER,X,na
196,38505,WILLIAM C BAERTHLEIN,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
232,35992,WILLIAM CHAMBERLAIN,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,Vice President,X,X
421,51769,WILLIAM CRANE,CORTLAND MEMORIAL FOUNDATION IND C O CORTLAND MEMORIAL HOSPITAL INC,222230692,(E) Health Care,DIRECTOR,X,na
677,56342,WILLIAM E HARTSFIELD,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
657,56342,WILLIAM MCKEE,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,PRESIDENT-ELECT,X,X
604,38243,WILLIAM MURPHY,J M MURRAY CENTER INC,160919050,(J) Employment,DIRECTOR,X,na
715,39411,WILLIAM WEISMORE,STATEWIDE COUNTRY MUSIC ASSOCIATION INC,161132390,"(A) Arts, Culture & Humanities",MEMBERSHIP DIRECTOR,X,na
472,35994,Warren Eddy,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
585,36771,William F Young,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,President,na,X
